address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,0,1,0,2019,3,3,Middle Hill,6,5,42003050100,3,2,2-1,40.4470578842206,-79.9806857398547
"2100 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2018,9,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4470578842206,-79.9806857398547
"2100 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,11,2,South Side Flats,3,16,42003160900,3,3,4-24,40.4283146103025,-79.9760719669211
"2100 BLOCK EGGERS ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,8,3,Troy Hill,1,24,42003240600,1,1,1-2,40.4683162150407,-79.9779945395772
"2100 BLOCK FRANKELLA AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,1,5,,,,,,5,,,
"2100 BLOCK HEMANS ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,7,0,Middle Hill,6,5,42003050100,3,2,2-1,40.4441361014925,-79.9782323792153
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",3,1,0,0,2,0,2015,7,1,Perry South,6,25,42003261400,1,1,1-10,40.4644724553885,-80.0105823622413
"2100 BLOCK KOERNER AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,6,3,Perry South,6,25,42003261400,1,1,1-10,40.4644724553885,-80.0105823622413
"2100 BLOCK N CHARLES ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,6,Perry South,6,25,42003261400,1,1,1-12,40.4625474355026,-80.0186497524467
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2015,9,5,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,1,0,0,0,0,2018,10,3,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,10,2,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,5,0,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,5,5,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",2,0,0,2,0,0,2016,10,1,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"2100 BLOCK PARKLYN ST PITTSBURGH, PA 15234",1,0,1,0,0,0,2015,6,2,Overbrook,4,32,42003320700,5,3,4-25,40.387630891864,-80.005436109052
"2100 BLOCK PLAINVIEW AVE PITTSBURGH, PA 15226",2,0,1,1,0,0,2015,6,3,Brookline,4,19,42003191700,5,6,4-26,40.4015920789885,-80.0201069668794
"2100 BLOCK ROSE ST PITTSBURGH, PA 15219",2,0,2,0,0,0,2016,12,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4435278926408,-79.9777884271742
"2100 BLOCK SARAH ST PITTSBURGH, PA 15203",2,2,0,0,0,0,2015,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.4274305580602,-79.9761229323826
"2100 BLOCK SARANAC AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2017,3,6,Beechview,4,19,42003192000,5,6,4-28,40.404562421132,-80.0273559623052
"2100 BLOCK STRAUBS LN PITTSBURGH, PA 15212",2,0,2,0,0,0,2015,10,6,Troy Hill,1,24,42003240600,1,1,1-2,40.4697377023389,-79.9794737264101
"2100 BLOCK SWISSVALE AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,12,4,East Hills,9,13,42003130600,2,5,3-19,40.4523694428528,-79.8736433337432
"2100 BLOCK WATSON ST PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,12,2,Overbrook,4,32,42003320400,5,3,4-23,40.391153465776,-79.994272916669
"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA",1,0,0,1,0,0,2018,3,2,Arlington,3,16,42003561600,3,3,4-8,40.4168449750197,-79.9758779175462
"2200 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",2,0,0,0,0,2,2016,5,1,Arlington,3,16,42003561600,3,3,4-8,40.4168449750197,-79.9758779175462
"2200 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2017,8,3,Middle Hill,6,5,42003050100,3,2,2-1,40.448129521411,-79.9781010622157
"2200 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,8,5,Middle Hill,6,5,42003050100,3,2,2-1,40.448129521411,-79.9781010622157
"2200 BLOCK EAST HILLS DR DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,4,5,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,10,1,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2018,6,6,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",2,0,2,0,0,0,2018,8,5,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,4,2,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,4,2,East Hills,9,13,42003130600,2,5,3-19,40.4539041976002,-79.8730925207885
"2200 BLOCK JONQUIL WAY PITTSBURGH, PA 15210",4,0,1,2,1,0,2015,4,4,Arlington,3,16,42003561600,3,3,4-8,40.4159646062841,-79.9761809130868
"2200 BLOCK N CHARLES ST PITTSBURGH, PA 15214",2,0,0,1,0,1,2015,3,3,Perry South,6,25,42003261400,1,1,1-12,40.4632224974554,-80.0198326978433
"2200 BLOCK RHINE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,11,4,,,,,,1,,,
"2200 BLOCK ROSE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,6,,,,,,2,,,
"2200 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,9,6,South Side Flats,3,16,42003160900,3,3,4-24,40.4272550585301,-79.9745994066805
"2200 BLOCK SHADY AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2018,8,2,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4333769397889,-79.9187784031405
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,8,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4494256477235,-79.9755889365866
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2017,9,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4494256477235,-79.9755889365866
"2200 BLOCK SOMERS DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2016,10,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4494256477235,-79.9755889365866
"2200 BLOCK VALERA AVE PITTSBURGH, PA 15210",5,0,0,0,4,1,2018,4,3,Carrick,4,29,42003290400,3,3,4-23,40.3901779222416,-79.9883450761441
"2200 BLOCK WALTON AVE PITTSBURGH, PA 15210",2,0,1,0,0,1,2017,6,4,Overbrook,4,32,42003320400,5,3,4-23,40.3883277606292,-79.9935609605928
"2200 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,1,5,Middle Hill,6,5,42003050100,3,2,2-1,40.4473545551977,-79.9778669896539
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,3,2,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,4,0,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2018,1,2,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",2,0,1,1,0,0,2016,3,4,,,,,,5,,,
"2200 BLOCK WILNER DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,9,3,,,,,,5,,,
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4458872927982,-79.9763280372264
"2200 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,4,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4458872927982,-79.9763280372264
"2300 BLOCK ALMONT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,10,5,Carrick,4,29,42003290400,3,3,4-23,40.3879355152527,-79.9880966279042
"2300 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,5,Arlington,3,16,42003561600,3,3,4-22,40.4170953227887,-79.974442322233
"2300 BLOCK ATHENA AVE PITTSBURGH, PA 15210",2,0,0,0,0,2,2019,2,4,Carrick,4,29,42003290200,3,3,4-12,40.3909974197037,-79.9857317035016
"2300 BLOCK ATMORE ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,5,4,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4624825790753,-80.0302934619649
"2300 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,9,5,Carrick,4,29,42003290400,3,3,4-12,40.3890572692795,-79.9855231716653
"2300 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,7,2,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.4624380761471,-80.0309998575387
"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",2,0,1,1,0,0,2015,11,5,Beechview,4,19,42003192000,5,6,4-28,40.4025398697942,-80.0321500227608
"2300 BLOCK CANDACE ST PITTSBURGH, PA 15216",1,0,1,0,0,0,2018,3,6,Beechview,4,19,42003192000,5,6,4-28,40.4025398697942,-80.0321500227608
"2300 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,9,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4452063255589,-79.9739501417396
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,5,2,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,8,1,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,12,5,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,9,4,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"2300 BLOCK EAST HILLS DR PITTSBURGH, PA 15221",1,0,0,1,0,0,2017,8,1,East Hills,9,13,42003130600,2,5,3-19,40.4566162367709,-79.871328586779
"2300 BLOCK FREMONT PL PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,7,2,Beechview,4,19,42003192000,5,6,4-28,40.4023239972252,-80.0309766303975
"2300 BLOCK GERSHON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,4,,,,,,1,,,
"2300 BLOCK GERSHON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,1,4,,,,,,1,,,
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,2,4,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2017,1,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"2300 BLOCK MANNHEIM ST PITTSBURGH, PA 15212",2,0,2,0,0,0,2018,3,5,Marshall-Shadeland,1,27,42003270400,1,1,1-9,40.462758807055,-80.0298991696251
"2300 BLOCK MISSION ST PITTSBURGH, PA 15203",1,1,0,0,0,0,2017,4,3,South Side Slopes,3,16,42003160800,3,3,4-22,40.4230255035514,-79.9737338419255
"2300 BLOCK MISSION ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2017,9,5,South Side Slopes,3,16,42003160800,3,3,4-22,40.4230255035514,-79.9737338419255
"2300 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,6,4,East Hills,9,13,42003130600,2,5,3-19,40.4547583578432,-79.8740816622072
"2300 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2017,3,5,East Hills,9,13,42003130600,2,5,3-19,40.4547583578432,-79.8740816622072
"2300 BLOCK PARKLYN ST PITTSBURGH, PA 15234",1,0,0,1,0,0,2017,1,3,,,,,,3,,,
"2300 BLOCK PITTOCK ST PITTSBURGH, PA 15217",1,0,1,0,0,0,2019,9,5,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4314167194445,-79.9208239307763
"2300 BLOCK REED ST PITTSBURGH, PA 15219",3,1,2,0,0,0,2016,10,1,Terrace Village,6,5,42003051000,3,2,2-10,40.4435105818343,-79.9740404719758
"2300 BLOCK SPRING ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,9,3,Arlington,3,16,42003561600,3,3,4-8,40.4161357860116,-79.9745913952801
"2300 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2016,10,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4480732179234,-79.9756504427023
"2300 BLOCK WILSON AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,3,Perry South,6,26,42003261400,1,1,1-12,40.4666551611764,-80.0130944866034
"2300 BLOCK WILSON AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,6,3,Perry South,6,26,42003261400,1,1,1-12,40.4666551611764,-80.0130944866034
"2400 BLOCK ARLINGTON AVE PITTSBURGH, PA 15210",5,0,3,0,2,0,2016,1,4,Arlington,3,16,42003561600,3,3,4-22,40.4172999409484,-79.9728420978939
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,0,1,0,2016,10,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,10,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",3,0,1,0,2,0,2016,12,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,5,1,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,10,0,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,4,6,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,6,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4496143418734,-79.9742739984904
"2400 BLOCK BRIGHTON RD PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,5,5,Perry South,6,26,42003270400,1,1,1-9,40.4656693411108,-80.0248187709871
"2400 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,3,3,Carrick,4,29,42003290400,3,3,4-23,40.3869345976777,-79.9835557643587
"2400 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2017,10,5,Carrick,4,29,42003290400,3,3,4-23,40.3869345976777,-79.9835557643587
"2400 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2018,8,1,,,,,,1,,,
"2400 BLOCK CHARCOT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2018,1,1,Arlington,3,16,42003561600,3,3,4-8,40.4168769290389,-79.9729208506068
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2017,6,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,6,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,4,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,5,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",2,0,2,0,0,0,2015,6,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,7,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,3,2,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,6,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,12,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4498408057687,-79.9746251357847
"2400 BLOCK NOBLESTOWN RD PITTSBURGH, PA 15205",1,0,0,1,0,0,2018,12,3,Oakwood,2,28,42003469000,5,6,1-19,40.426891231258,-80.055990623201
"2400 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,0,1,0,0,2015,2,1,,,,,,1,,,
"2400 BLOCK RED OAK DR PITTSBURGH, PA 15220",1,0,1,0,0,0,2017,9,4,,,,,,6,,,
"2400 BLOCK S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,3,1,South Side Slopes,3,17,42003170600,3,3,4-3,40.4216607652685,-79.9830342118224
"2400 BLOCK SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,7,4,South Side Slopes,3,16,42003160800,3,3,4-22,40.4187941355962,-79.9726355163284
"2400 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,0,0,1,0,2016,2,5,South Side Flats,3,16,42003160900,3,3,4-24,40.42727624563,-79.9713981535969
"2400 BLOCK SHADY AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2016,11,4,Squirrel Hill South,5,14,42003140800,3,4,2-21,40.4300360653198,-79.9206368616233
"2400 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,2,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4473130049607,-79.9730907418123
"2500 BLOCK ALLEQUIPPA ST PITTSBURGH, PA 15213",1,0,0,1,0,0,2017,8,4,West Oakland,6,4,42003040200,3,4,2-10,40.4411261144326,-79.9677137370743
"2500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,11,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4504453708583,-79.9728325359297
"2500 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",4,0,4,0,0,0,2017,11,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4504453708583,-79.9728325359297
"2500 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,1,3,Carrick,4,29,42003290400,3,3,4-23,40.3866924905731,-79.9811511391941
"2500 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,3,2,Middle Hill,6,5,42003050100,3,2,2-5,40.4455253818667,-79.9705704510554
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,7,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,7,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,1,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,9,6,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,0,1,0,0,2018,8,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,8,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,1,0,0,0,0,2017,10,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,1,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,7,0,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2019,3,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,7,4,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,2,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,8,3,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK CHAUNCEY DR PITTSBURGH, PA 15219",1,0,1,0,0,0,2018,8,5,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4509833047534,-79.9738397090324
"2500 BLOCK COLORADO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2017,8,5,,,,,,1,,,
"2500 BLOCK LIBRARY RD PITTSBURGH, PA 15234",1,0,0,0,1,0,2017,1,1,Overbrook,4,32,42003320700,5,3,4-25,40.382231023745,-79.9960145477688
"2500 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,3,0,East Hills,9,13,42003130600,2,5,3-19,40.4561140005372,-79.8732271471488
"2500 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2018,8,1,East Hills,9,13,42003130600,2,5,3-19,40.4561140005372,-79.8732271471488
"2500 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2019,8,3,East Hills,9,13,42003130600,2,5,3-19,40.4561140005372,-79.8732271471488
"2500 BLOCK PENN AVE PITTSBURGH, PA 15222",2,0,2,0,0,0,2017,4,4,Strip District,7,2,42003020300,6,2,2-25,40.4539527961391,-79.9798226731204
"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.4697219736393,-80.0079441386222
"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",2,0,1,1,0,0,2019,6,6,Perry South,6,26,42003261400,1,1,1-12,40.4697219736393,-80.0079441386222
"2500 BLOCK PERRYSVILLE AVE PITTSBURGH, PA 15214",1,0,1,0,0,0,2019,5,6,Perry South,6,26,42003261400,1,1,1-12,40.4697219736393,-80.0079441386222
"2500 BLOCK S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2017,7,3,South Side Slopes,3,17,42003170600,3,3,4-3,40.4219523829991,-79.9841956945203
"2500 BLOCK SAW MILL RUN BLVD PITTSBURGH, PA 15227",1,0,0,0,0,1,2016,7,4,Overbrook,4,32,42003320700,5,3,4-25,40.3809802758833,-79.9950381426213
"2500 BLOCK SHIRAS AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2019,8,4,Beechview,4,19,42003192000,5,6,4-28,40.4039894844396,-80.026276289923
"2500 BLOCK WEBSTER AVE PITTSBURGH, PA 15219",2,0,2,0,0,0,2017,8,3,Middle Hill,6,5,42003050100,3,2,2-5,40.4495428359169,-79.9722172105802
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,11,4,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,9,5,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,0,1,0,0,2015,10,0,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",2,0,1,0,1,0,2018,9,0,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,1,0,0,0,2017,4,6,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"2600 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,2,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4514248226736,-79.9708042851944
"2600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15227",3,0,0,1,2,0,2019,4,5,Carrick,4,29,42003290400,3,3,4-23,40.3854502648648,-79.9788043658311
"2600 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15227",1,0,0,1,0,0,2017,1,2,Carrick,4,29,42003290400,3,3,4-23,40.3854502648648,-79.9788043658311
"2600 BLOCK CENTRE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2017,12,6,Middle Hill,6,5,42003051000,3,2,2-5,40.4465060729526,-79.9683796165261
"2600 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,0,1,0,0,2018,3,2,South Side Flats,3,16,42003160900,3,3,4-24,40.4272789740558,-79.9682421893291
